,label,dim_0,dim_1,layer,fold,text,iteration
349,Moscow,-2.1931982040405273,22.452058792114258,output,dev,What 's the capital of russia,100
350,London,-1.5479358434677124,5.847475528717041,average,dev,What 's the capital of england,100
351,London,24.521780014038086,3.470149517059326,output,dev,What 's the capital of england,100
352,Rouble,4.378147125244141,2.763996124267578,average,train,What is this currency of russia,110
353,Rouble,-32.271488189697266,-1.5504467487335205,output,train,What is this currency of russia,110
354,Pound,0.9950292706489563,3.3539652824401855,average,train,What is this currency of england,110
355,Pound,-1.6134239435195923,-22.22159767150879,output,train,What is this currency of england,110
356,Moscow,2.5077199935913086,4.512113094329834,average,train,What is this capital of russia,110
357,Moscow,-2.229029893875122,25.40053367614746,output,train,What is this capital of russia,110
358,London,-0.875397801399231,5.102082252502441,average,train,What is this capital of england,110
359,London,33.39039611816406,0.9167273044586182,output,train,What is this capital of england,110
360,Rouble,2.981295585632324,4.400369167327881,average,train,What 's russia 's currency,110
361,Rouble,-31.265031814575195,-0.7426810264587402,output,train,What 's russia 's currency,110
362,Pound,-0.40182241797447205,4.990338325500488,average,train,What 's england 's currency,110
363,Pound,-0.8588634729385376,-22.79922103881836,output,train,What 's england 's currency,110
364,Moscow,1.110868215560913,6.148486614227295,average,train,What 's russia 's capital,110
365,Moscow,-2.3042848110198975,25.05742645263672,output,train,What 's russia 's capital,110
366,London,-2.272249460220337,6.738455295562744,average,train,What 's england 's capital,110
367,London,31.998159408569336,1.222602128982544,output,train,What 's england 's capital,110
368,Rouble,4.354412078857422,1.9649271965026855,average,dev,What currency is used in russia,110
369,Rouble,-28.221616744995117,-4.905368804931641,output,dev,What currency is used in russia,110
370,Pound,0.9712939858436584,2.554896116256714,average,dev,What currency is used in england,110
371,Pound,-4.561699390411377,-25.14957046508789,output,dev,What currency is used in england,110
372,Moscow,2.72463059425354,4.777239799499512,average,dev,What is the capital and largest city of russia,110
373,Moscow,-6.848903179168701,22.729219436645508,output,dev,What is the capital and largest city of russia,110
374,London,-0.6584869623184204,5.367209434509277,average,dev,What is the capital and largest city of england,110
375,London,27.855222702026367,-0.28180864453315735,output,dev,What is the capital and largest city of england,110
376,Rouble,3.394961357116699,2.6451992988586426,average,dev,What 's the currency in russia,110
377,Rouble,-28.257709503173828,-0.5335783958435059,output,dev,What 's the currency in russia,110
378,Pound,0.011843562126159668,3.23516845703125,average,dev,What 's the currency in england,110
379,Pound,-1.1883636713027954,-21.77322006225586,output,dev,What 's the currency in england,110
380,Moscow,1.765179991722107,5.457511901855469,average,dev,What 's the capital of russia,110
381,Moscow,-3.9604899883270264,28.434419631958008,output,dev,What 's the capital of russia,110
382,London,-1.6179375648498535,6.047481060028076,average,dev,What 's the capital of england,110
383,London,30.334489822387695,3.475917100906372,output,dev,What 's the capital of england,110
384,Rouble,4.4782233238220215,2.8640005588531494,average,train,What is this currency of russia,120
385,Rouble,-40.7253303527832,-2.0572609901428223,output,train,What is this currency of russia,120
386,Pound,0.9951068162918091,3.5439705848693848,average,train,What is this currency of england,120
387,Pound,-1.2995288372039795,-28.605819702148438,output,train,What is this currency of england,120
388,Moscow,2.5078001022338867,4.66211462020874,average,train,What is this capital of russia,120
389,Moscow,-5.058248043060303,30.159454345703125,output,train,What is this capital of russia,120
390,London,-0.9753162860870361,5.3420844078063965,average,train,What is this capital of england,120
391,London,39.74916458129883,0.22687911987304688,output,train,What is this capital of england,120
392,Rouble,3.100821018218994,4.510361194610596,average,train,What 's russia 's currency,120
393,Rouble,-39.3226432800293,-1.1258111000061035,output,train,What 's russia 's currency,120
394,Pound,-0.3822953701019287,5.19033145904541,average,train,What 's england 's currency,120
395,Pound,-0.26362496614456177,-28.99864959716797,output,train,What 's england 's currency,120
396,Moscow,1.1303977966308594,6.308475017547607,average,train,What 's russia 's capital,120
397,Moscow,-4.815724849700928,29.681373596191406,output,train,What 's russia 's capital,120
398,London,-2.3527185916900635,6.988445281982422,average,train,What 's england 's capital,120
399,London,38.45317840576172,0.2565584182739258,output,train,What 's england 's capital,120
400,Rouble,4.454442024230957,2.0049257278442383,average,dev,What currency is used in russia,120
401,Rouble,-35.46034622192383,-5.812952041625977,output,dev,What currency is used in russia,120
402,Pound,0.9713254570960999,2.6848959922790527,average,dev,What currency is used in england,120
403,Pound,-3.9614760875701904,-31.43231964111328,output,dev,What currency is used in england,120
404,Moscow,2.7246878147125244,4.897238731384277,average,dev,What is the capital and largest city of russia,120
405,Moscow,-9.398271560668945,27.214725494384766,output,dev,What is the capital and largest city of russia,120
406,London,-0.7584286332130432,5.577208518981934,average,dev,What is the capital and largest city of england,120
407,London,33.838050842285156,-1.357508659362793,output,dev,What is the capital and largest city of england,120
408,Rouble,3.504727363586426,2.705193042755127,average,dev,What 's the currency in russia,120
409,Rouble,-35.45849609375,-0.870678186416626,output,dev,What 's the currency in russia,120
410,Pound,0.02161109447479248,3.3851633071899414,average,dev,What 's the currency in england,120
411,Pound,-0.42188531160354614,-27.580928802490234,output,dev,What 's the currency in england,120
412,Moscow,1.7749733924865723,5.597505569458008,average,dev,What 's the capital of russia,120
413,Moscow,-6.043447971343994,34.222679138183594,output,dev,What 's the capital of russia,120
414,London,-1.708142876625061,6.2774763107299805,average,dev,What 's the capital of england,120
415,London,36.429569244384766,3.111204147338867,output,dev,What 's the capital of england,120
416,Rouble,4.578225612640381,2.993701696395874,average,train,What is this currency of russia,130
417,Rouble,-50.29359436035156,-1.777216911315918,output,train,What is this currency of russia,130
418,Pound,0.9951128363609314,3.7336792945861816,average,train,What is this currency of england,130
419,Pound,-0.4036750793457031,-35.55839538574219,output,train,What is this currency of england,130
420,Moscow,2.507812976837158,4.841802597045898,average,train,What is this capital of russia,130
421,Moscow,-6.83482027053833,36.85554122924805,output,train,What is this capital of russia,130
422,London,-1.075299859046936,5.581780433654785,average,train,What is this capital of england,130
423,London,47.32918930053711,0.03899717330932617,output,train,What is this capital of england,130
424,Rouble,3.2008373737335205,4.6503376960754395,average,train,What 's russia 's currency,130
425,Rouble,-48.30683898925781,-0.9726161956787109,output,train,What 's russia 's currency,130
426,Pound,-0.38227543234825134,5.390315055847168,average,train,What 's england 's currency,130
427,Pound,0.613067626953125,-35.81215286254883,output,train,What 's england 's currency,130
428,Moscow,1.1304246187210083,6.498438835144043,average,train,What 's russia 's capital,130
429,Moscow,-6.449119567871094,36.08666229248047,output,train,What 's russia 's capital,130
430,London,-2.452688217163086,7.2384161949157715,average,train,What 's england 's capital,130
431,London,45.935935974121094,-0.23623132705688477,output,train,What 's england 's capital,130
432,Rouble,4.554439067840576,2.0748178958892822,average,dev,What currency is used in russia,130
433,Rouble,-43.6854133605957,-6.244560718536377,output,dev,What currency is used in russia,130
434,Pound,0.9713262319564819,2.81479549407959,average,dev,What currency is used in england,130
435,Pound,-3.3633270263671875,-38.55424499511719,output,dev,What currency is used in england,130
436,Moscow,2.724698066711426,5.047022819519043,average,dev,What is the capital and largest city of russia,130
437,Moscow,-11.650074005126953,33.348976135253906,output,dev,What is the capital and largest city of russia,130
438,London,-0.8584147691726685,5.7870001792907715,average,dev,What is the capital and largest city of england,130
439,London,40.59235382080078,-2.0099120140075684,output,dev,What is the capital and largest city of england,130
440,Rouble,3.6047329902648926,2.795175313949585,average,dev,What 's the currency in russia,130
441,Rouble,-43.54918670654297,-0.7456150054931641,output,dev,What 's the currency in russia,130
442,Pound,0.02162027359008789,3.5351524353027344,average,dev,What 's the currency in england,130
443,Pound,0.4809417724609375,-34.03472137451172,output,dev,What 's the currency in england,130
444,Moscow,1.7749918699264526,5.7673797607421875,average,dev,What 's the capital of russia,130
445,Moscow,-7.730803966522217,41.1365966796875,output,dev,What 's the capital of russia,130
446,London,-1.8081207275390625,6.507357120513916,average,dev,What 's the capital of england,130
447,London,43.60304641723633,3.328498363494873,output,dev,What 's the capital of england,130
448,Rouble,4.6782331466674805,3.074950695037842,average,train,What is this currency of russia,140
449,Rouble,-60.84632873535156,-2.096693277359009,output,train,What is this currency of russia,140
450,Pound,0.995137095451355,3.8649353981018066,average,train,What is this currency of england,140
451,Pound,-0.035430848598480225,-43.05623245239258,output,train,What is this currency of england,140
452,Moscow,2.50784969329834,4.9730305671691895,average,train,What is this capital of russia,140
453,Moscow,-8.65330696105957,44.55352020263672,output,train,What is this capital of russia,140
454,London,-1.1752465963363647,5.7630157470703125,average,train,What is this capital of england,140
455,London,55.90875244140625,0.32631170749664307,output,train,What is this capital of england,140
456,Rouble,3.3008697032928467,4.800236701965332,average,train,What 's russia 's currency,140
457,Rouble,-58.418243408203125,-1.3116573095321655,output,train,What 's russia 's currency,140
458,Pound,-0.38222625851631165,5.590221405029297,average,train,What 's england 's currency,140
459,Pound,1.1813926696777344,-43.104087829589844,output,train,What 's england 's currency,140
460,Moscow,1.130486011505127,6.69831657409668,average,train,What 's russia 's capital,140
461,Moscow,-8.076186180114746,43.63691329956055,output,train,What 's russia 's capital,140
462,London,-2.552609920501709,7.488300800323486,average,train,What 's england 's capital,140
463,London,54.480289459228516,-0.1268228143453598,output,train,What 's england 's capital,140
464,Rouble,4.654430389404297,2.135197401046753,average,dev,What currency is used in russia,140
465,Rouble,-52.71266174316406,-7.266615867614746,output,dev,What currency is used in russia,140
466,Pound,0.97133469581604,2.9251818656921387,average,dev,What currency is used in england,140
467,Pound,-3.443958282470703,-45.898345947265625,output,dev,What currency is used in england,140
468,Moscow,2.724726676940918,5.167815208435059,average,dev,What is the capital and largest city of russia,140
469,Moscow,-13.830880165100098,40.29877853393555,output,dev,What is the capital and largest city of russia,140
470,London,-0.958369255065918,5.957799911499023,average,dev,What is the capital and largest city of england,140
471,London,48.117713928222656,-2.220912218093872,output,dev,What is the capital and largest city of england,140
472,Rouble,3.7047410011291504,2.895096778869629,average,dev,What 's the currency in russia,140
473,Rouble,-52.5776481628418,-1.0822194814682007,output,dev,What 's the currency in russia,140
474,Pound,0.021645069122314453,3.6850814819335938,average,dev,What 's the currency in england,140
475,Pound,1.0752029418945312,-40.93370819091797,output,dev,What 's the currency in england,140
476,Moscow,1.7750370502471924,5.927715301513672,average,dev,What 's the capital of russia,140
477,Moscow,-9.518547058105469,49.0052490234375,output,dev,What 's the capital of russia,140
478,London,-1.908059000968933,6.71769905090332,average,dev,What 's the capital of england,140
479,London,51.65986633300781,4.111393451690674,output,dev,What 's the capital of england,140
480,Rouble,4.7782721519470215,3.2086079120635986,average,train,What is this currency of russia,150
481,Rouble,-72.28317260742188,-1.908121109008789,output,train,What is this currency of russia,150
482,Pound,0.9952709674835205,4.048574447631836,average,train,What is this currency of england,150
483,Pound,0.2738155126571655,-51.353416442871094,output,train,What is this currency of england,150
484,Moscow,2.5080041885375977,5.166627407073975,average,train,What is this capital of russia,150
485,Moscow,-9.668501853942871,53.587284088134766,output,train,What is this capital of russia,150
486,London,-1.2749972343444824,6.006594181060791,average,train,What is this capital of england,150
487,London,66.539794921875,-0.02964787185192108,output,train,What is this capital of england,150
488,Rouble,3.400733232498169,4.939749240875244,average,train,What 's russia 's currency,150
489,Rouble,-69.34661102294922,-0.8045225739479065,output,train,What 's russia 's currency,150
490,Pound,-0.38226795196533203,5.779716491699219,average,train,What 's england 's currency,150
491,Pound,1.7788127660751343,-50.7230339050293,output,train,What 's england 's currency,150
492,Moscow,1.130464792251587,6.897768974304199,average,train,What 's russia 's capital,150
493,Moscow,-8.988744735717773,53.10087203979492,output,train,What 's russia 's capital,150
494,London,-2.652536153793335,7.737735748291016,average,train,What 's england 's capital,150
495,London,64.80442810058594,-0.1281471699476242,output,train,What 's england 's capital,150
496,Rouble,4.754393577575684,2.206260919570923,average,dev,What currency is used in russia,150
497,Rouble,-62.56512451171875,-7.839481353759766,output,dev,What currency is used in russia,150
498,Pound,0.9713927507400513,3.0462279319763184,average,dev,What currency is used in england,150
499,Pound,-3.6062064170837402,-54.203407287597656,output,dev,What currency is used in england,150
500,Moscow,2.7248432636260986,5.33011531829834,average,dev,What is the capital and largest city of russia,150
501,Moscow,-15.765992164611816,48.60028839111328,output,dev,What is the capital and largest city of russia,150
502,London,-1.0581579208374023,6.170082092285156,average,dev,What is the capital and largest city of england,150
503,London,57.343292236328125,-3.0362892150878906,output,dev,What is the capital and largest city of england,150
504,Rouble,3.8046350479125977,2.984736680984497,average,dev,What 's the currency in russia,150
505,Rouble,-62.39645004272461,-0.6491327881813049,output,dev,What 's the currency in russia,150
506,Pound,0.021634221076965332,3.8247039318084717,average,dev,What 's the currency in england,150
507,Pound,1.5722030401229858,-48.29323196411133,output,dev,What 's the currency in england,150
508,Moscow,1.7750847339630127,6.108591079711914,average,dev,What 's the capital of russia,150
509,Moscow,-11.131677627563477,58.38298797607422,output,dev,What 's the capital of russia,150
510,London,-2.0079164505004883,6.9485578536987305,average,dev,What 's the capital of england,150
511,London,61.38053512573242,4.653663635253906,output,dev,What 's the capital of england,150
512,Rouble,4.878228187561035,3.3602523803710938,average,train,What is this currency of russia,160
513,Rouble,-84.61498260498047,-1.9341254234313965,output,train,What is this currency of russia,160
514,Pound,0.9959063529968262,4.249332904815674,average,train,What is this currency of england,160
515,Pound,-0.31901323795318604,-60.67857360839844,output,train,What is this currency of england,160
516,Moscow,2.5085668563842773,5.38189172744751,average,train,What is this capital of russia,160
517,Moscow,-11.010211944580078,63.566226959228516,output,train,What is this capital of russia,160
518,London,-1.3737549781799316,6.27097225189209,average,train,What is this capital of england,160
519,London,77.7562484741211,-0.22616535425186157,output,train,What is this capital of england,160
520,Rouble,3.5167791843414307,5.073163032531738,average,train,What 's russia 's currency,160
521,Rouble,-81.18390655517578,-0.5944257378578186,output,train,What 's russia 's currency,160
522,Pound,-0.36554256081581116,5.962243556976318,average,train,What 's england 's currency,160
523,Pound,1.3577579259872437,-59.31098175048828,output,train,What 's england 's currency,160
524,Moscow,1.1471182107925415,7.094802379608154,average,train,What 's russia 's capital,160
525,Moscow,-10.3381929397583,63.41888427734375,output,train,What 's russia 's capital,160
526,London,-2.735203742980957,7.983882904052734,average,train,What 's england 's capital,160
527,London,75.69331359863281,-0.10777240991592407,output,train,What 's england 's capital,160
528,Rouble,4.8541035652160645,2.280474901199341,average,dev,What currency is used in russia,160
529,Rouble,-73.04928588867188,-8.684159278869629,output,dev,What currency is used in russia,160
530,Pound,0.9717815518379211,3.169555187225342,average,dev,What currency is used in england,160
531,Pound,-4.586080074310303,-63.47126007080078,output,dev,What currency is used in england,160
532,Moscow,2.725282907485962,5.506664276123047,average,dev,What is the capital and largest city of russia,160
533,Moscow,-17.904630661010742,57.54219055175781,output,dev,What is the capital and largest city of russia,160
534,London,-1.157038927078247,6.395745277404785,average,dev,What is the capital and largest city of england,160
535,London,67.11219024658203,-3.774299144744873,output,dev,What is the capital and largest city of england,160
536,Rouble,3.91245174407959,3.069192886352539,average,dev,What 's the currency in russia,160
537,Rouble,-72.9666748046875,-0.44818931818008423,output,dev,What 's the currency in russia,160
538,Pound,0.030129671096801758,3.958273410797119,average,dev,What 's the currency in england,160
539,Pound,1.2054904699325562,-56.57041931152344,output,dev,What 's the currency in england,160
540,Moscow,1.7836313247680664,6.295382499694824,average,dev,What 's the capital of russia,160
541,Moscow,-12.984686851501465,68.04114532470703,output,dev,What 's the capital of russia,160
542,London,-2.0986907482147217,7.184463024139404,average,dev,What 's the capital of england,160
543,London,71.72378540039062,5.343628406524658,output,dev,What 's the capital of england,160
544,Rouble,4.9962286949157715,3.523991346359253,average,train,What is this currency of russia,170
545,Rouble,-98.22311401367188,-2.193922758102417,output,train,What is this currency of russia,170
546,Pound,1.0189704895019531,4.4474382400512695,average,train,What is this currency of england,170
547,Pound,-1.7088427543640137,-71.0943374633789,output,train,What is this currency of england,170
548,Moscow,2.5302300453186035,5.621281147003174,average,train,What is this capital of russia,170
549,Moscow,-12.022573471069336,74.4544906616211,output,train,What is this capital of russia,170
550,London,-1.4470279216766357,6.5447282791137695,average,train,What is this capital of england,170
551,London,89.61958312988281,-0.32635849714279175,output,train,What is this capital of england,170
552,Rouble,3.608630895614624,5.189270973205566,average,train,What 's russia 's currency,170
553,Rouble,-93.90353393554688,-0.8911606669425964,output,train,What 's russia 's currency,170
554,Pound,-0.36862680315971375,6.112717628479004,average,train,What 's england 's currency,170
555,Pound,0.25023698806762695,-69.10488891601562,output,train,What 's england 's currency,170
556,Moscow,1.1426324844360352,7.286560535430908,average,train,What 's russia 's capital,170
557,Moscow,-11.292003631591797,73.94896697998047,output,train,What 's russia 's capital,170
558,London,-2.834625244140625,8.210007667541504,average,train,What 's england 's capital,170
559,London,87.20330810546875,-0.3036114573478699,output,train,What 's england 's capital,170
560,Rouble,4.96191930770874,2.3552205562591553,average,dev,What currency is used in russia,170
561,Rouble,-84.46282196044922,-9.780208587646484,output,dev,What currency is used in russia,170
562,Pound,0.9846616983413696,3.278667449951172,average,dev,What currency is used in england,170
563,Pound,-6.270959377288818,-73.8005599975586,output,dev,What currency is used in england,170
564,Moscow,2.741853952407837,5.701557159423828,average,dev,What is the capital and largest city of russia,170
565,Moscow,-19.816200256347656,67.44554901123047,output,dev,What is the capital and largest city of russia,170
566,London,-1.2354038953781128,6.625003814697266,average,dev,What is the capital and largest city of england,170
567,London,77.26005554199219,-4.368239879608154,output,dev,What is the capital and largest city of england,170
568,Rouble,4.009739398956299,3.142371416091919,average,dev,What 's the currency in russia,170
569,Rouble,-84.34233856201172,-0.5930020213127136,output,dev,What 's the currency in russia,170
570,Pound,0.03248167037963867,4.065817832946777,average,dev,What 's the currency in england,170
571,Pound,0.1909356266260147,-65.90910339355469,output,dev,What 's the currency in england,170
572,Moscow,1.7896736860275269,6.488707542419434,average,dev,What 's the capital of russia,170
573,Moscow,-14.530000686645508,78.45679473876953,output,dev,What 's the capital of russia,170
574,London,-2.1875839233398438,7.412154674530029,average,dev,What 's the capital of england,170
575,London,82.6766128540039,6.026264667510986,output,dev,What 's the capital of england,170
576,Rouble,5.094997406005859,3.61537504196167,average,train,What is this currency of russia,180
577,Rouble,-110.99376678466797,-3.02921199798584,output,train,What is this currency of russia,180
578,Pound,1.050659418106079,4.557461738586426,average,train,What is this currency of england,180
579,Pound,-5.73606014251709,-81.20841979980469,output,train,What is this currency of england,180
580,Moscow,2.551389694213867,5.774698257446289,average,train,What is this capital of russia,180
581,Moscow,-13.710419654846191,84.80360412597656,output,train,What is this capital of russia,180
582,London,-1.492948055267334,6.716784954071045,average,train,What is this capital of england,180
583,London,98.7193374633789,0.1578589677810669,output,train,What is this capital of england,180
584,Rouble,3.692427635192871,5.225109100341797,average,train,What 's russia 's currency,180
585,Rouble,-105.3045654296875,-1.6457871198654175,output,train,What 's russia 's currency,180
586,Pound,-0.3519100546836853,6.167196273803711,average,train,What 's england 's currency,180
587,Pound,-2.7556889057159424,-78.20841979980469,output,train,What 's england 's currency,180
588,Moscow,1.148820400238037,7.384431838989258,average,train,What 's russia 's capital,180
589,Moscow,-12.69208812713623,83.35537719726562,output,train,What 's russia 's capital,180
590,London,-2.8955178260803223,8.326519012451172,average,train,What 's england 's capital,180
591,London,95.98551177978516,-0.0909966230392456,output,train,What 's england 's capital,180
592,Rouble,5.049961090087891,2.394460678100586,average,dev,What currency is used in russia,180
593,Rouble,-95.12737274169922,-11.287625312805176,output,dev,What currency is used in russia,180
594,Pound,1.0056229829788208,3.3365471363067627,average,dev,What currency is used in england,180
595,Pound,-9.559781074523926,-83.66070556640625,output,dev,What currency is used in england,180
596,Moscow,2.757650136947632,5.828902244567871,average,dev,What is the capital and largest city of russia,180
597,Moscow,-21.584253311157227,76.66365051269531,output,dev,What is the capital and largest city of russia,180
598,London,-1.2866878509521484,6.770988941192627,average,dev,What is the capital and largest city of england,180
599,London,85.24644470214844,-4.526547431945801,output,dev,What is the capital and largest city of england,180
600,Rouble,4.0929765701293945,3.166874885559082,average,dev,What 's the currency in russia,180
601,Rouble,-94.72765350341797,-1.1920517683029175,output,dev,What 's the currency in russia,180
602,Pound,0.04863870143890381,4.108961582183838,average,dev,What 's the currency in england,180
603,Pound,-2.4977238178253174,-74.6635971069336,output,dev,What 's the currency in england,180
604,Moscow,1.8006658554077148,6.601316452026367,average,dev,What 's the capital of russia,180
605,Moscow,-15.990260124206543,87.82581329345703,output,dev,What 's the capital of russia,180
606,London,-2.2436721324920654,7.543403148651123,average,dev,What 's the capital of england,180
607,London,91.23246002197266,7.1220502853393555,output,dev,What 's the capital of england,180
608,Rouble,5.134484767913818,3.665632486343384,average,train,What is this currency of russia,190
609,Rouble,-119.51586151123047,-6.777868747711182,output,train,What is this currency of russia,190
610,Pound,1.0608688592910767,4.61086368560791,average,train,What is this currency of england,190
611,Pound,-8.425076484680176,-89.1951675415039,output,train,What is this currency of england,190
612,Moscow,2.5540809631347656,5.849420070648193,average,train,What is this capital of russia,190
613,Moscow,-14.666272163391113,86.70628356933594,output,train,What is this capital of russia,190
614,London,-1.519534707069397,6.794651031494141,average,train,What is this capital of england,190
615,London,103.71629333496094,-2.328155994415283,output,train,What is this capital of england,190
616,Rouble,3.7313668727874756,5.2386250495910645,average,train,What 's russia 's currency,190
617,Rouble,-113.01617431640625,-4.78623628616333,output,train,What 's russia 's currency,190
618,Pound,-0.3422487676143646,6.183856010437012,average,train,What 's england 's currency,190
619,Pound,-5.0961809158325195,-85.21727752685547,output,train,What 's england 's currency,190
620,Moscow,1.150963306427002,7.422412872314453,average,train,What 's russia 's capital,190
621,Moscow,-13.77125072479248,85.32611846923828,output,train,What 's russia 's capital,190
622,London,-2.922652244567871,8.367643356323242,average,train,What 's england 's capital,190
623,London,100.45957946777344,-2.3122105598449707,output,train,What 's england 's capital,190
624,Rouble,5.087564945220947,2.419358253479004,average,dev,What currency is used in russia,190
625,Rouble,-102.39286804199219,-14.739229202270508,output,dev,What currency is used in russia,190
626,Pound,1.0139491558074951,3.364589214324951,average,dev,What currency is used in england,190
627,Pound,-12.025273323059082,-90.79220581054688,output,dev,What currency is used in england,190
628,Moscow,2.7593994140625,5.890944480895996,average,dev,What is the capital and largest city of russia,190
629,Moscow,-22.915237426757812,78.62825775146484,output,dev,What is the capital and largest city of russia,190
630,London,-1.314216136932373,6.836174964904785,average,dev,What is the capital and largest city of england,190
631,London,89.56993103027344,-6.874897480010986,output,dev,What is the capital and largest city of england,190
632,Rouble,4.130777359008789,3.179741621017456,average,dev,What 's the currency in russia,190
633,Rouble,-101.78160858154297,-4.011988162994385,output,dev,What 's the currency in russia,190
634,Pound,0.057161808013916016,4.124972343444824,average,dev,What 's the currency in england,190
635,Pound,-4.543797492980957,-81.16316986083984,output,dev,What 's the currency in england,190
636,Moscow,1.8026121854782104,6.651327133178711,average,dev,What 's the capital of russia,190
637,Moscow,-17.060707092285156,90.03974914550781,output,dev,What 's the capital of russia,190
638,London,-2.271003484725952,7.596558570861816,average,dev,What 's the capital of england,190
639,London,95.71473693847656,5.258834362030029,output,dev,What 's the capital of england,190
640,Rouble,5.148925304412842,3.701322555541992,average,train,What is this currency of russia,200
641,Rouble,-126.16571807861328,-11.207777976989746,output,train,What is this currency of russia,200
642,Pound,1.0789376497268677,4.646588325500488,average,train,What is this currency of england,200
643,Pound,-14.017180442810059,-93.85252380371094,output,train,What is this currency of england,200
644,Moscow,2.5589346885681152,5.885866641998291,average,train,What is this capital of russia,200
645,Moscow,-19.569108963012695,83.81546783447266,output,train,What is this capital of russia,200
646,London,-1.5110527276992798,6.831132411956787,average,train,What is this capital of england,200
647,London,96.79852294921875,-5.919541358947754,output,train,What is this capital of england,200
648,Rouble,3.739201307296753,5.254437446594238,average,train,What 's russia 's currency,200
649,Rouble,-118.91659545898438,-9.260064125061035,output,train,What 's russia 's currency,200
650,Pound,-0.33078598976135254,6.199703216552734,average,train,What 's england 's currency,200
651,Pound,-11.198042869567871,-90.44212341308594,output,train,What 's england 's currency,200
652,Moscow,1.1492111682891846,7.438981533050537,average,train,What 's russia 's capital,200
653,Moscow,-17.73978614807129,82.01336669921875,output,train,What 's russia 's capital,200
654,London,-2.9207763671875,8.384246826171875,average,train,What 's england 's capital,200
655,London,94.25126647949219,-6.185521125793457,output,train,What 's england 's capital,200
656,Rouble,5.097412109375,2.441002607345581,average,dev,What currency is used in russia,200
657,Rouble,-107.88330841064453,-18.735864639282227,output,dev,What currency is used in russia,200
658,Pound,1.0274245738983154,3.386268138885498,average,dev,What currency is used in england,200
659,Pound,-17.630237579345703,-95.25920867919922,output,dev,What currency is used in england,200
660,Moscow,2.7619564533233643,5.92036771774292,average,dev,What is the capital and largest city of russia,200
661,Moscow,-26.278179168701172,76.44215393066406,output,dev,What is the capital and largest city of russia,200
662,London,-1.3080308437347412,6.865633487701416,average,dev,What is the capital and largest city of england,200
663,London,84.052734375,-10.380108833312988,output,dev,What is the capital and largest city of england,200
664,Rouble,4.138469696044922,3.1949586868286133,average,dev,What 's the currency in russia,200
665,Rouble,-106.99333190917969,-7.982804298400879,output,dev,What 's the currency in russia,200
666,Pound,0.06848251819610596,4.140223979949951,average,dev,What 's the currency in england,200
667,Pound,-9.847527503967285,-85.60273742675781,output,dev,What 's the currency in england,200
668,Moscow,1.8030146360397339,6.674323558807373,average,dev,What 's the capital of russia,200
669,Moscow,-21.043407440185547,86.98133087158203,output,dev,What 's the capital of russia,200
670,London,-2.2669730186462402,7.619589328765869,average,dev,What 's the capital of england,200
671,London,89.64381408691406,1.6473608016967773,output,dev,What 's the capital of england,200
672,Rouble,5.1640214920043945,3.7478816509246826,average,train,What is this currency of russia,210
673,Rouble,-133.9243621826172,-17.20920753479004,output,train,What is this currency of russia,210
674,Pound,1.0917377471923828,4.696035385131836,average,train,What is this currency of england,210
675,Pound,-20.57225799560547,-100.5617446899414,output,train,What is this currency of england,210
676,Moscow,2.5665090084075928,5.929100036621094,average,train,What is this capital of russia,210
677,Moscow,-25.484661102294922,78.01245880126953,output,train,What is this capital of russia,210
678,London,-1.505774974822998,6.877254486083984,average,train,What is this capital of england,210
679,London,90.36104583740234,-12.061071395874023,output,train,What is this capital of england,210
680,Rouble,3.7482597827911377,5.276303291320801,average,train,What 's russia 's currency,210
681,Rouble,-125.59009552001953,-14.637151718139648,output,train,What 's russia 's currency,210
682,Pound,-0.32402417063713074,6.224457740783691,average,train,What 's england 's currency,210
683,Pound,-17.384920120239258,-97.26136016845703,output,train,What 's england 's currency,210
684,Moscow,1.150747299194336,7.457522392272949,average,train,What 's russia 's capital,210
685,Moscow,-21.964706420898438,77.79508209228516,output,train,What 's russia 's capital,210
686,London,-2.921536684036255,8.405675888061523,average,train,What 's england 's capital,210
687,London,88.42652893066406,-12.033674240112305,output,train,What 's england 's capital,210
688,Rouble,5.1084136962890625,2.469663619995117,average,dev,What currency is used in russia,210
689,Rouble,-114.07945251464844,-23.59238624572754,output,dev,What currency is used in russia,210
690,Pound,1.0361298322677612,3.417818069458008,average,dev,What currency is used in england,210
691,Pound,-23.313610076904297,-101.21402740478516,output,dev,What currency is used in england,210
692,Moscow,2.767483711242676,5.954652786254883,average,dev,What is the capital and largest city of russia,210
693,Moscow,-30.98894691467285,71.83869934082031,output,dev,What is the capital and largest city of russia,210
694,London,-1.3048005104064941,6.902806758880615,average,dev,What is the capital and largest city of england,210
695,London,78.58152770996094,-15.669496536254883,output,dev,What is the capital and largest city of england,210
696,Rouble,4.1474761962890625,3.215747594833374,average,dev,What 's the currency in russia,210
697,Rouble,-112.86782836914062,-12.684402465820312,output,dev,What 's the currency in russia,210
698,Pound,0.07519233226776123,4.163901329040527,average,dev,What 's the currency in england,210
699,Pound,-15.231192588806152,-91.39290618896484,output,dev,What 's the currency in england,210
700,Moscow,1.8065459728240967,6.700736045837402,average,dev,What 's the capital of russia,210
701,Moscow,-25.305145263671875,82.81329345703125,output,dev,What 's the capital of russia,210
702,London,-2.265738010406494,7.648890495300293,average,dev,What 's the capital of england,210
